floor,FIPS,radon,log_radon,county,county_id
0,27001,1.0,0.0,Aitkin,1
0,27001,2.2,0.7884573603642703,Aitkin,1
0,27001,2.9,1.0647107369924282,Aitkin,1
1,27001,2.2,0.7884573603642703,Aitkin,1
0,27003,4.0,1.3862943611198906,Anoka,2
0,27003,4.2,1.4350845252893227,Anoka,2
0,27003,5.4,1.6863989535702288,Anoka,2
0,27003,7.7,2.0412203288596382,Anoka,2
0,27003,8.1,2.0918640616783932,Anoka,2
0,27003,6.6,1.8870696490323797,Anoka,2
0,27003,6.3,1.840549633397487,Anoka,2
0,27003,5.2,1.6486586255873816,Anoka,2
0,27003,7.0,1.9459101490553132,Anoka,2
0,27003,4.4,1.4816045409242156,Anoka,2
0,27003,3.1,1.1314021114911006,Anoka,2
0,27003,1.8,0.5877866649021191,Anoka,2
0,27003,6.8,1.916922612182061,Anoka,2
0,27003,4.5,1.5040773967762742,Anoka,2
0,27003,1.4,0.3364722366212129,Anoka,2
0,27003,2.9,1.0647107369924282,Anoka,2
0,27003,2.3,0.8329091229351039,Anoka,2
0,27003,2.9,1.0647107369924282,Anoka,2
0,27003,1.8,0.5877866649021191,Anoka,2
0,27003,1.7,0.5306282510621704,Anoka,2
0,27003,1.4,0.3364722366212129,Anoka,2
0,27003,1.9,0.6418538861723947,Anoka,2
0,27003,2.2,0.7884573603642703,Anoka,2
0,27003,2.9,1.0647107369924282,Anoka,2
0,27003,3.3,1.1939224684724346,Anoka,2
0,27003,2.2,0.7884573603642703,Anoka,2
0,27003,0.6,-0.5108256237659907,Anoka,2
1,27003,1.1,0.09531017980432493,Anoka,2
0,27003,2.4,0.8754687373538999,Anoka,2
1,27003,1.8,0.5877866649021191,Anoka,2
1,27003,0.2,-1.6094379124341003,Anoka,2
0,27003,2.8,1.0296194171811581,Anoka,2
0,27003,1.7,0.5306282510621704,Anoka,2
0,27003,1.6,0.47000362924573563,Anoka,2
0,27003,1.9,0.6418538861723947,Anoka,2
0,27003,3.3,1.1939224684724346,Anoka,2
0,27003,5.4,1.6863989535702288,Anoka,2
0,27003,1.2,0.1823215567939546,Anoka,2
0,27003,1.2,0.1823215567939546,Anoka,2
0,27003,0.7,-0.35667494393873245,Anoka,2
0,27003,1.4,0.3364722366212129,Anoka,2
0,27003,1.3,0.26236426446749106,Anoka,2
0,27003,1.0,0.0,Anoka,2
0,27003,2.5,0.9162907318741551,Anoka,2
0,27003,1.1,0.09531017980432493,Anoka,2
0,27003,4.5,1.5040773967762742,Anoka,2
0,27003,0.4,-0.916290731874155,Anoka,2
0,27003,1.3,0.26236426446749106,Anoka,2
0,27003,2.1,0.7419373447293773,Anoka,2
0,27003,5.9,1.7749523509116738,Anoka,2
0,27003,1.5,0.4054651081081644,Anoka,2
0,27003,3.1,1.1314021114911006,Anoka,2
0,27005,4.3,1.4586150226995167,Becker,3
1,27005,1.2,0.1823215567939546,Becker,3
1,27005,4.5,1.5040773967762742,Becker,3
1,27007,4.6,1.5260563034950492,Beltrami,4
1,27007,2.2,0.7884573603642703,Beltrami,4
0,27007,6.3,1.840549633397487,Beltrami,4
0,27007,5.7,1.7404661748405046,Beltrami,4
0,27007,4.6,1.5260563034950492,Beltrami,4
1,27007,4.4,1.4816045409242156,Beltrami,4
1,27007,0.4,-0.916290731874155,Beltrami,4
0,27009,6.6,1.8870696490323797,Benton,5
0,27009,2.9,1.0647107369924282,Benton,5
0,27009,2.7,0.9932517730102834,Benton,5
1,27009,2.9,1.0647107369924282,Benton,5
0,27011,2.6,0.9555114450274363,Big Stone,6
0,27011,5.0,1.6094379124341003,Big Stone,6
0,27011,7.2,1.9740810260220096,Big Stone,6
1,27013,5.8,1.7578579175523736,Blue Earth,7
0,27013,1.8,0.5877866649021191,Blue Earth,7
0,27013,3.8,1.33500106673234,Blue Earth,7
0,27013,6.9,1.9315214116032138,Blue Earth,7
0,27013,9.5,2.2512917986064953,Blue Earth,7
1,27013,14.3,2.6602595372658615,Blue Earth,7
0,27013,4.7,1.547562508716013,Blue Earth,7
0,27013,6.0,1.791759469228055,Blue Earth,7
0,27013,6.8,1.916922612182061,Blue Earth,7
0,27013,7.2,1.9740810260220096,Blue Earth,7
0,27013,9.5,2.2512917986064953,Blue Earth,7
0,27013,5.0,1.6094379124341003,Blue Earth,7
0,27013,12.8,2.5494451709255714,Blue Earth,7
0,27013,13.0,2.5649493574615367,Blue Earth,7
0,27015,10.1,2.312535423847214,Brown,8
1,27015,4.0,1.3862943611198906,Brown,8
0,27015,6.7,1.9021075263969205,Brown,8
1,27015,2.5,0.9162907318741551,Brown,8
0,27017,2.0,0.6931471805599453,Carlton,9
0,27017,0.8,-0.2231435513142097,Carlton,9
0,27017,1.3,0.26236426446749106,Carlton,9
0,27017,3.9,1.3609765531356006,Carlton,9
1,27017,5.6,1.7227665977411035,Carlton,9
0,27017,4.3,1.4586150226995167,Carlton,9
0,27017,3.4,1.2237754316221157,Carlton,9
0,27017,1.8,0.5877866649021191,Carlton,9
0,27017,4.2,1.4350845252893227,Carlton,9
0,27017,2.2,0.7884573603642703,Carlton,9
1,27019,14.7,2.6878474937846906,Carver,10
1,27019,0.1,-2.3025850929940455,Carver,10
0,27019,9.6,2.2617630984737906,Carver,10
1,27019,4.7,1.547562508716013,Carver,10
0,27019,12.9,2.5572273113676265,Carver,10
0,27019,1.6,0.47000362924573563,Carver,10
0,27021,7.4,2.0014800002101243,Cass,11
0,27021,1.9,0.6418538861723947,Cass,11
0,27021,3.7,1.308332819650179,Cass,11
0,27021,4.0,1.3862943611198906,Cass,11
0,27021,5.3,1.667706820558076,Cass,11
0,27023,9.4,2.2407096892759584,Chippewa,12
0,27023,7.7,2.0412203288596382,Chippewa,12
0,27023,10.0,2.302585092994046,Chippewa,12
0,27023,1.4,0.3364722366212129,Chippewa,12
0,27025,4.4,1.4816045409242156,Chisago,13
0,27025,2.1,0.7419373447293773,Chisago,13
0,27025,5.0,1.6094379124341003,Chisago,13
0,27025,1.7,0.5306282510621704,Chisago,13
0,27025,0.8,-0.2231435513142097,Chisago,13
0,27025,8.1,2.0918640616783932,Chisago,13
0,27027,19.5,2.970414465569701,Clay,14
0,27027,13.0,2.5649493574615367,Clay,14
1,27027,3.5,1.252762968495368,Clay,14
1,27027,6.9,1.9315214116032138,Clay,14
0,27027,8.8,2.174751721484161,Clay,14
0,27027,9.0,2.1972245773362196,Clay,14
0,27027,13.1,2.5726122302071057,Clay,14
0,27027,2.6,0.9555114450274363,Clay,14
0,27027,1.5,0.4054651081081644,Clay,14
0,27027,12.9,2.5572273113676265,Clay,14
1,27027,0.9,-0.10536051565782628,Clay,14
1,27027,2.5,0.9162907318741551,Clay,14
0,27027,3.6,1.2809338454620642,Clay,14
0,27027,26.6,3.2809112157876537,Clay,14
0,27029,3.4,1.2237754316221157,Clearwater,15
0,27029,3.4,1.2237754316221157,Clearwater,15
1,27029,4.8,1.5686159179138452,Clearwater,15
1,27029,0.9,-0.10536051565782628,Clearwater,15
0,27031,2.7,0.9932517730102834,Cook,16
0,27031,1.4,0.3364722366212129,Cook,16
1,27033,11.1,2.4069451083182885,Cottonwood,17
0,27033,6.8,1.916922612182061,Cottonwood,17
1,27033,0.1,-2.3025850929940455,Cottonwood,17
1,27033,2.5,0.9162907318741551,Cottonwood,17
0,27035,1.6,0.47000362924573563,Crow Wing,18
0,27035,1.8,0.5877866649021191,Crow Wing,18
0,27035,0.9,-0.10536051565782628,Crow Wing,18
1,27035,1.0,0.0,Crow Wing,18
0,27035,2.9,1.0647107369924282,Crow Wing,18
0,27035,4.4,1.4816045409242156,Crow Wing,18
0,27035,1.5,0.4054651081081644,Crow Wing,18
1,27035,2.5,0.9162907318741551,Crow Wing,18
1,27035,6.7,1.9021075263969205,Crow Wing,18
0,27035,4.3,1.4586150226995167,Crow Wing,18
0,27035,5.5,1.7047480922384253,Crow Wing,18
0,27035,4.1,1.410986973710262,Crow Wing,18
0,27037,2.2,0.7884573603642703,Dakota,19
0,27037,0.5,-0.6931471805599453,Dakota,19
0,27037,4.3,1.4586150226995167,Dakota,19
0,27037,4.4,1.4816045409242156,Dakota,19
0,27037,10.8,2.379546134130174,Dakota,19
0,27037,8.8,2.174751721484161,Dakota,19
0,27037,4.5,1.5040773967762742,Dakota,19
1,27037,1.4,0.3364722366212129,Dakota,19
1,27037,1.7,0.5306282510621704,Dakota,19
0,27037,5.8,1.7578579175523736,Dakota,19
0,27037,3.5,1.252762968495368,Dakota,19
0,27037,2.6,0.9555114450274363,Dakota,19
0,27037,9.6,2.2617630984737906,Dakota,19
0,27037,1.5,0.4054651081081644,Dakota,19
0,27037,2.0,0.6931471805599453,Dakota,19
0,27037,8.0,2.0794415416798357,Dakota,19
0,27037,4.4,1.4816045409242156,Dakota,19
0,27037,8.1,2.0918640616783932,Dakota,19
0,27037,2.8,1.0296194171811581,Dakota,19
0,27037,14.6,2.681021528714291,Dakota,19
0,27037,6.7,1.9021075263969205,Dakota,19
0,27037,3.6,1.2809338454620642,Dakota,19
0,27037,2.0,0.6931471805599453,Dakota,19
0,27037,4.8,1.5686159179138452,Dakota,19
0,27037,3.8,1.33500106673234,Dakota,19
0,27037,1.4,0.3364722366212129,Dakota,19
0,27037,5.0,1.6094379124341003,Dakota,19
0,27037,2.8,1.0296194171811581,Dakota,19
0,27037,6.8,1.916922612182061,Dakota,19
0,27037,2.3,0.8329091229351039,Dakota,19
0,27037,4.6,1.5260563034950492,Dakota,19
0,27037,6.0,1.791759469228055,Dakota,19
0,27037,8.7,2.163323025660538,Dakota,19
0,27037,4.8,1.5686159179138452,Dakota,19
0,27037,1.1,0.09531017980432493,Dakota,19
0,27037,8.8,2.174751721484161,Dakota,19
0,27037,6.3,1.840549633397487,Dakota,19
0,27037,8.2,2.1041341542702074,Dakota,19
1,27037,0.8,-0.2231435513142097,Dakota,19
0,27037,3.2,1.1631508098056809,Dakota,19
0,27037,5.1,1.62924053973028,Dakota,19
0,27037,1.9,0.6418538861723947,Dakota,19
0,27037,9.1,2.2082744135228043,Dakota,19
0,27037,1.6,0.47000362924573563,Dakota,19
0,27037,7.6,2.028148247292285,Dakota,19
0,27037,1.4,0.3364722366212129,Dakota,19
0,27037,4.2,1.4350845252893227,Dakota,19
0,27037,3.4,1.2237754316221157,Dakota,19
0,27037,2.5,0.9162907318741551,Dakota,19
0,27037,1.4,0.3364722366212129,Dakota,19
0,27037,4.7,1.547562508716013,Dakota,19
0,27037,4.4,1.4816045409242156,Dakota,19
0,27037,21.2,3.054001181677967,Dakota,19
0,27037,5.4,1.6863989535702288,Dakota,19
0,27037,3.3,1.1939224684724346,Dakota,19
0,27037,1.7,0.5306282510621704,Dakota,19
0,27037,6.5,1.8718021769015913,Dakota,19
0,27037,4.9,1.589235205116581,Dakota,19
0,27037,3.6,1.2809338454620642,Dakota,19
1,27037,2.8,1.0296194171811581,Dakota,19
0,27037,4.9,1.589235205116581,Dakota,19
0,27037,0.9,-0.10536051565782628,Dakota,19
0,27037,1.1,0.09531017980432493,Dakota,19
0,27039,5.7,1.7404661748405046,Dodge,20
0,27039,7.2,1.9740810260220096,Dodge,20
0,27039,5.4,1.6863989535702288,Dodge,20
0,27041,7.4,2.0014800002101243,Douglas,21
0,27041,7.8,2.0541237336955462,Douglas,21
0,27041,2.7,0.9932517730102834,Douglas,21
0,27041,4.4,1.4816045409242156,Douglas,21
0,27041,5.5,1.7047480922384253,Douglas,21
1,27041,3.7,1.308332819650179,Douglas,21
0,27041,6.8,1.916922612182061,Douglas,21
0,27041,6.4,1.8562979903656263,Douglas,21
0,27041,4.8,1.5686159179138452,Douglas,21
1,27043,1.3,0.26236426446749106,Faribault,22
0,27043,0.1,-2.3025850929940455,Faribault,22
0,27043,5.2,1.6486586255873816,Faribault,22
0,27043,2.3,0.8329091229351039,Faribault,22
0,27043,4.2,1.4350845252893227,Faribault,22
0,27043,3.4,1.2237754316221157,Faribault,22
0,27045,3.2,1.1631508098056809,Fillmore,23
1,27045,2.5,0.9162907318741551,Fillmore,23
0,27047,9.6,2.2617630984737906,Freeborn,24
0,27047,6.3,1.840549633397487,Freeborn,24
1,27047,5.6,1.7227665977411035,Freeborn,24
1,27047,2.2,0.7884573603642703,Freeborn,24
0,27047,4.2,1.4350845252893227,Freeborn,24
0,27047,9.0,2.1972245773362196,Freeborn,24
0,27047,3.2,1.1631508098056809,Freeborn,24
0,27047,32.6,3.484312288372662,Freeborn,24
0,27047,13.2,2.580216829592325,Freeborn,24
0,27049,4.9,1.589235205116581,Goodhue,25
1,27049,9.8,2.2823823856765264,Goodhue,25
0,27049,14.3,2.6602595372658615,Goodhue,25
0,27049,2.6,0.9555114450274363,Goodhue,25
0,27049,43.5,3.7727609380946383,Goodhue,25
0,27049,4.9,1.589235205116581,Goodhue,25
0,27049,3.5,1.252762968495368,Goodhue,25
0,27049,4.8,1.5686159179138452,Goodhue,25
0,27049,3.5,1.252762968495368,Goodhue,25
0,27049,5.6,1.7227665977411035,Goodhue,25
0,27049,7.6,2.028148247292285,Goodhue,25
1,27049,6.9,1.9315214116032138,Goodhue,25
0,27049,6.7,1.9021075263969205,Goodhue,25
0,27049,3.9,1.3609765531356006,Goodhue,25
0,27053,4.3,1.4586150226995167,Hennepin,27
0,27053,5.9,1.7749523509116738,Hennepin,27
0,27053,2.2,0.7884573603642703,Hennepin,27
0,27053,2.6,0.9555114450274363,Hennepin,27
0,27053,4.5,1.5040773967762742,Hennepin,27
0,27053,7.6,2.028148247292285,Hennepin,27
0,27053,4.6,1.5260563034950492,Hennepin,27
0,27053,5.7,1.7404661748405046,Hennepin,27
1,27053,7.6,2.028148247292285,Hennepin,27
0,27053,13.8,2.624668592163159,Hennepin,27
0,27053,5.6,1.7227665977411035,Hennepin,27
0,27053,4.7,1.547562508716013,Hennepin,27
0,27053,13.0,2.5649493574615367,Hennepin,27
0,27053,5.7,1.7404661748405046,Hennepin,27
0,27053,2.7,0.9932517730102834,Hennepin,27
0,27053,1.7,0.5306282510621704,Hennepin,27
0,27053,2.4,0.8754687373538999,Hennepin,27
0,27053,8.6,2.151762203259462,Hennepin,27
0,27053,3.3,1.1939224684724346,Hennepin,27
0,27053,8.4,2.128231705849268,Hennepin,27
0,27053,2.7,0.9932517730102834,Hennepin,27
1,27053,3.3,1.1939224684724346,Hennepin,27
0,27053,5.5,1.7047480922384253,Hennepin,27
0,27053,2.5,0.9162907318741551,Hennepin,27
0,27053,5.5,1.7047480922384253,Hennepin,27
0,27053,1.6,0.47000362924573563,Hennepin,27
1,27053,0.7,-0.35667494393873245,Hennepin,27
0,27053,4.3,1.4586150226995167,Hennepin,27
0,27053,4.1,1.410986973710262,Hennepin,27
0,27053,2.8,1.0296194171811581,Hennepin,27
0,27053,3.9,1.3609765531356006,Hennepin,27
0,27053,3.2,1.1631508098056809,Hennepin,27
0,27053,4.0,1.3862943611198906,Hennepin,27
0,27053,4.6,1.5260563034950492,Hennepin,27
0,27053,3.9,1.3609765531356006,Hennepin,27
0,27053,23.6,3.1612467120315646,Hennepin,27
0,27053,6.2,1.824549292051046,Hennepin,27
0,27053,3.6,1.2809338454620642,Hennepin,27
1,27053,0.4,-0.916290731874155,Hennepin,27
0,27053,3.9,1.3609765531356006,Hennepin,27
0,27053,1.8,0.5877866649021191,Hennepin,27
0,27053,2.9,1.0647107369924282,Hennepin,27
0,27053,4.2,1.4350845252893227,Hennepin,27
0,27053,4.7,1.547562508716013,Hennepin,27
0,27053,3.0,1.0986122886681098,Hennepin,27
0,27053,3.0,1.0986122886681098,Hennepin,27
0,27053,4.3,1.4586150226995167,Hennepin,27
0,27053,3.8,1.33500106673234,Hennepin,27
0,27053,4.6,1.5260563034950492,Hennepin,27
0,27053,4.7,1.547562508716013,Hennepin,27
1,27053,2.9,1.0647107369924282,Hennepin,27
0,27053,5.6,1.7227665977411035,Hennepin,27
0,27053,2.6,0.9555114450274363,Hennepin,27
1,27053,0.9,-0.10536051565782628,Hennepin,27
0,27053,5.1,1.62924053973028,Hennepin,27
0,27053,4.9,1.589235205116581,Hennepin,27
0,27053,6.0,1.791759469228055,Hennepin,27
0,27053,3.1,1.1314021114911006,Hennepin,27
0,27053,16.5,2.803360380906535,Hennepin,27
1,27053,1.6,0.47000362924573563,Hennepin,27
0,27053,1.5,0.4054651081081644,Hennepin,27
0,27053,3.0,1.0986122886681098,Hennepin,27
0,27053,7.6,2.028148247292285,Hennepin,27
0,27053,10.9,2.388762789235098,Hennepin,27
0,27053,3.0,1.0986122886681098,Hennepin,27
0,27053,2.1,0.7419373447293773,Hennepin,27
0,27053,3.0,1.0986122886681098,Hennepin,27
1,27053,0.8,-0.2231435513142097,Hennepin,27
0,27053,6.0,1.791759469228055,Hennepin,27
1,27053,2.5,0.9162907318741551,Hennepin,27
0,27053,0.4,-0.916290731874155,Hennepin,27
0,27053,1.3,0.26236426446749106,Hennepin,27
0,27053,3.9,1.3609765531356006,Hennepin,27
0,27053,0.9,-0.10536051565782628,Hennepin,27
0,27053,2.6,0.9555114450274363,Hennepin,27
0,27053,2.0,0.6931471805599453,Hennepin,27
0,27053,7.4,2.0014800002101243,Hennepin,27
0,27053,4.0,1.3862943611198906,Hennepin,27
0,27053,1.8,0.5877866649021191,Hennepin,27
0,27053,2.8,1.0296194171811581,Hennepin,27
0,27053,2.5,0.9162907318741551,Hennepin,27
1,27053,2.1,0.7419373447293773,Hennepin,27
0,27053,3.3,1.1939224684724346,Hennepin,27
0,27053,7.9,2.066862759472976,Hennepin,27
0,27053,11.2,2.4159137783010487,Hennepin,27
0,27053,2.9,1.0647107369924282,Hennepin,27
0,27053,1.6,0.47000362924573563,Hennepin,27
0,27053,5.5,1.7047480922384253,Hennepin,27
0,27053,5.4,1.6863989535702288,Hennepin,27
0,27053,5.5,1.7047480922384253,Hennepin,27
0,27053,1.9,0.6418538861723947,Hennepin,27
0,27053,1.8,0.5877866649021191,Hennepin,27
0,27053,3.8,1.33500106673234,Hennepin,27
0,27053,5.6,1.7227665977411035,Hennepin,27
0,27053,8.6,2.151762203259462,Hennepin,27
0,27053,8.6,2.151762203259462,Hennepin,27
0,27053,2.5,0.9162907318741551,Hennepin,27
0,27053,4.4,1.4816045409242156,Hennepin,27
1,27053,2.8,1.0296194171811581,Hennepin,27
0,27053,2.3,0.8329091229351039,Hennepin,27
0,27053,7.2,1.9740810260220096,Hennepin,27
0,27053,14.9,2.7013612129514133,Hennepin,27
0,27053,3.9,1.3609765531356006,Hennepin,27
0,27053,4.1,1.410986973710262,Hennepin,27
0,27053,1.5,0.4054651081081644,Hennepin,27
1,27055,4.8,1.5686159179138452,Houston,28
0,27055,8.5,2.1400661634962708,Houston,28
0,27055,9.0,2.1972245773362196,Houston,28
0,27055,3.4,1.2237754316221157,Houston,28
1,27055,2.2,0.7884573603642703,Houston,28
0,27055,3.6,1.2809338454620642,Houston,28
1,27057,3.7,1.308332819650179,Hubbard,29
1,27057,0.8,-0.2231435513142097,Hubbard,29
1,27057,2.8,1.0296194171811581,Hubbard,29
0,27057,1.5,0.4054651081081644,Hubbard,29
0,27057,4.6,1.5260563034950492,Hubbard,29
0,27059,3.6,1.2809338454620642,Isanti,30
0,27059,3.0,1.0986122886681098,Isanti,30
0,27059,2.2,0.7884573603642703,Isanti,30
0,27061,1.9,0.6418538861723947,Itasca,31
0,27061,1.8,0.5877866649021191,Itasca,31
0,27061,4.3,1.4586150226995167,Itasca,31
0,27061,9.4,2.2407096892759584,Itasca,31
0,27061,1.3,0.26236426446749106,Itasca,31
0,27061,2.5,0.9162907318741551,Itasca,31
0,27061,1.1,0.09531017980432493,Itasca,31
0,27061,3.3,1.1939224684724346,Itasca,31
0,27061,2.6,0.9555114450274363,Itasca,31
0,27061,2.4,0.8754687373538999,Itasca,31
0,27061,2.6,0.9555114450274363,Itasca,31
0,27063,15.3,2.72785282839839,Jackson,32
0,27063,13.1,2.5726122302071057,Jackson,32
0,27063,2.9,1.0647107369924282,Jackson,32
0,27063,8.4,2.128231705849268,Jackson,32
0,27063,5.0,1.6094379124341003,Jackson,32
0,27065,1.8,0.5877866649021191,Kanabec,33
0,27065,7.9,2.066862759472976,Kanabec,33
0,27065,3.8,1.33500106673234,Kanabec,33
0,27065,2.6,0.9555114450274363,Kanabec,33
0,27067,12.3,2.509599262378372,Kandiyohi,34
0,27067,4.1,1.410986973710262,Kandiyohi,34
0,27067,6.7,1.9021075263969205,Kandiyohi,34
0,27067,11.3,2.424802725718295,Kandiyohi,34
0,27069,6.9,1.9315214116032138,Kittson,35
1,27069,4.5,1.5040773967762742,Kittson,35
1,27069,0.9,-0.10536051565782628,Kittson,35
0,27071,1.4,0.3364722366212129,Koochiching,36
1,27071,2.8,1.0296194171811581,Koochiching,36
1,27071,1.3,0.26236426446749106,Koochiching,36
0,27071,1.7,0.5306282510621704,Koochiching,36
0,27071,1.0,0.0,Koochiching,36
1,27071,1.0,0.0,Koochiching,36
1,27071,2.0,0.6931471805599453,Koochiching,36
1,27073,11.3,2.424802725718295,Lac qui Parle,37
0,27073,16.0,2.772588722239781,Lac qui Parle,37
0,27075,1.6,0.47000362924573563,Lake,38
0,27075,1.5,0.4054651081081644,Lake,38
0,27075,0.9,-0.10536051565782628,Lake,38
0,27075,0.5,-0.6931471805599453,Lake,38
0,27075,1.3,0.26236426446749106,Lake,38
1,27075,1.3,0.26236426446749106,Lake,38
0,27075,0.5,-0.6931471805599453,Lake,38
0,27075,2.8,1.0296194171811581,Lake,38
0,27075,7.1,1.9600947840472698,Lake,38
1,27077,2.9,1.0647107369924282,Lake of the Woods,39
0,27077,3.3,1.1939224684724346,Lake of the Woods,39
0,27077,10.1,2.312535423847214,Lake of the Woods,39
1,27077,4.3,1.4586150226995167,Lake of the Woods,39
0,27079,12.5,2.5257286443082556,Le Sueur,40
1,27079,4.2,1.4350845252893227,Le Sueur,40
0,27079,3.9,1.3609765531356006,Le Sueur,40
0,27079,4.5,1.5040773967762742,Le Sueur,40
0,27079,3.3,1.1939224684724346,Le Sueur,40
0,27081,17.5,2.8622008809294686,Lincoln,41
0,27081,7.9,2.066862759472976,Lincoln,41
1,27081,3.5,1.252762968495368,Lincoln,41
0,27081,10.6,2.3608540011180215,Lincoln,41
0,27083,4.6,1.5260563034950492,Lyon,42
0,27083,5.1,1.62924053973028,Lyon,42
0,27083,8.9,2.186051276738094,Lyon,42
0,27083,5.8,1.7578579175523736,Lyon,42
0,27083,5.1,1.62924053973028,Lyon,42
0,27083,6.5,1.8718021769015913,Lyon,42
1,27083,6.9,1.9315214116032138,Lyon,42
0,27083,12.0,2.4849066497880004,Lyon,42
0,27087,3.9,1.3609765531356006,Mahnomen,44
1,27089,1.4,0.3364722366212129,Marshall,45
1,27089,0.9,-0.10536051565782628,Marshall,45
0,27089,2.8,1.0296194171811581,Marshall,45
1,27089,0.9,-0.10536051565782628,Marshall,45
1,27089,1.1,0.09531017980432493,Marshall,45
0,27089,48.2,3.8753590210565547,Marshall,45
1,27089,1.5,0.4054651081081644,Marshall,45
0,27089,8.3,2.1162555148025524,Marshall,45
0,27089,23.8,3.169685580677429,Marshall,45
0,27091,7.5,2.0149030205422647,Martin,46
0,27091,1.5,0.4054651081081644,Martin,46
1,27091,0.5,-0.6931471805599453,Martin,46
0,27091,0.5,-0.6931471805599453,Martin,46
